PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
28.75,48,1.15,4.12,3.1,8.48,,20.02,21.9,0.03,0.35,,
33.5,59,1.8,4.05,3.65,8.73,,20.9,25.2,0,0.53,0.1,
31.75,55.25,1.67,3.75,3.35,9.15,,21.58,31.5,0,0.3,,
32,51.5,1.4,2.92,2.7,8.85,,20.5,36.45,0,0.2,,
32.5,48.25,1.52,3.47,3.1,8.27,,19.6,42.42,0.03,0.18,,
25,52,1.5,3.25,3,8.1,,20.05,44.55,0.28,0.25,,57
,,,,,,,,,,,,57
,,,,,,,,,,,,57
25,47,0.9,3.5,2.6,7.3,,20.5,47.8,0,0,,56
24,46.75,1.2,3.03,2.62,7.35,,21.88,47.75,0.03,0,,55
21.5,46,1.67,2.75,2.8,7.47,,21.85,46.27,0.03,0.03,,55
22.5,46.5,1.7,2.85,2.9,7.4,,22.42,40.65,0.1,0.08,,54
23.5,50.25,1.33,4.05,3.25,7.75,,16.7,32.4,0.25,0.12,,54
31.25,57.5,1,4.6,3.25,7.72,,17.23,28.95,0.08,0.18,,54
31.75,57.75,1.42,4.2,3.4,8.02,,16.88,26.55,0.12,0.2,,54
30.75,54,1.58,4.05,3.42,8.2,,16.65,23.45,0.03,0.23,,53
30,54.5,1.5,4.93,3.88,8.15,,18.55,22.05,0.03,0.4,,53
30.25,53.75,1.33,3.83,3.12,7.9,,17.48,21.23,0.03,0.3,,53
30.25,49,1.35,3.95,3.18,8,,12.75,19.3,0,0.2,,52
27.75,53.25,1.2,3.77,3,7.92,,14.18,17.9,0,0.2,,52
28.75,48.75,1.62,3.88,3.38,7.5,,14.25,18,0,0.2,,52
33.25,51,1.27,4.1,3.22,7.75,,13.1,10.18,0,0.2,,51
29.75,50,1.1,4.78,3.42,7.75,,15.78,14.8,0,0.25,,51
26.5,47,1.08,4.58,3.32,7.9,,14.9,16.85,0,0.38,,51
31,52.75,1.45,4.88,3.77,8.15,,24.55,17.38,0,0.4,,51
35,67.5,2,6.62,5.12,8.9,,23.65,19.28,0.08,1.55,0.25,52
21.25,56,1.8,4.53,3.85,8.93,,23.25,26.5,0.03,0.5,0.1,52
25,43.5,1.43,3.97,3.27,8.43,,24.27,28.75,0,0.3,,52
25.25,55.25,0.78,3.67,2.62,8,,25,32.3,0,0.2,,52
25.75,80,0.8,3.7,2.6,7.8,,25.38,36.85,0.08,0.2,,53
23.5,36.25,0.97,3.7,2.72,7.97,,17.15,42.33,0.1,0.2,,52
18.5,39.5,1.17,3.4,2.77,7.48,,19.15,43.55,0.1,0.2,,52
16.5,36,1.27,3.05,2.67,7.12,,18.65,40,0.05,0.15,,51
14,29.5,1.4,3.17,2.85,6.57,,17.55,39.55,0,0.03,,51
11.75,28.5,1.38,3.3,2.88,6.42,,18.75,38.6,0,0.03,,50
14.75,31.25,1.2,3.12,2.62,6.65,,17.4,32.73,0,0,,49
17.25,37.25,1.15,2.98,2.52,7,,22.27,26.02,0.03,0.1,,49
19.5,45.5,1.5,3.55,3.12,7.5,,21.2,19.05,0.05,0.15,,48
23.75,49.5,1.6,4,3.47,7.57,,21.05,16.38,0,0.2,,48
22.5,45.75,1.6,4.23,3.55,7.58,,22.52,15.4,0,0.23,,48
21.75,40,1.73,3.6,3.33,7.6,,20.9,14.45,0,0.15,,47
25.25,44,1.65,3.42,3.17,7.62,,21.62,14.25,0,0.12,,47
28.5,45.75,1.48,3.9,3.27,7.55,,17.02,12.85,0,0.23,,46
25.75,39.5,1.25,3.83,3.05,7.8,,17.3,12.18,0,0.23,,46
21.5,32.75,1.82,3.85,3.55,7.9,,16.18,11.5,0,0.2,,45
20.5,34,1.48,4.48,3.62,7.72,,18.23,6.35,0,0.2,,44
22.25,34.5,1.43,4.5,3.52,7.8,,18.7,9.35,0,0.18,,44
21.25,41.25,0.85,4.38,3.02,8.25,,17.48,10.2,0,0.2,,44
16.25,30.5,1.52,4.48,3.62,9.55,,16.18,9.9,0,0.35,,43
17.75,31,2.08,4.42,4.05,9.8,,22.93,12.03,0,0.32,,41
18,28.25,1.93,3.42,3.4,10.3,,23.27,15.25,0,0.35,,40
13.25,30.25,1.95,3.35,3.35,9.62,,19.9,17.15,0,0.12,,39
17.25,34.5,1.82,3.12,3.17,8.72,,20.7,21.02,0,0.15,,39
15.75,35.25,1.35,3.3,2.85,8.35,,20.45,23.1,0,0.12,,37
8.25,30.5,1.93,2.85,3.08,8.03,,19.85,24.55,0.03,0.1,,36
6.5,24.25,1.25,3.08,2.62,7.38,,25.33,26.93,0.03,0.12,,36
9.5,28.75,0.95,2.42,2.08,6.7,,26.5,31.57,0.08,0.1,,36
12.75,30.75,1.35,2.9,2.62,6.4,,26.1,32.78,0,0.05,,36
9.5,29,1.15,3,2.5,6.35,,26.15,32.33,0.12,0.1,,36
11,29,1.05,3.8,2.85,6.43,,23.85,25.03,0.1,0.12,,35
12,38.25,1.45,3.9,3.25,6.38,,18.8,18.52,0,0.15,,36
14,38.5,2.02,4.28,3.92,6,,16.3,14.35,0,0.2,,35
12.5,35.5,1.95,4.35,3.92,6.18,,16.9,11.82,0,0.23,,35
16.25,31.75,1.48,4.92,3.82,6.25,,17.32,10.65,0,0.2,,34
15.25,34.5,1.67,4.45,3.72,6.8,,14.82,9.9,0,0.2,,34
19,36,1.6,4.6,3.8,6.6,,13.9,9.8,0,0.2,,34
,,,,,,,,,,,,33
6,27,1.9,4.1,3.7,7.1,,17.5,9.4,0,0.3,,32
6,27,1.32,4.65,3.58,7.82,,17.85,9.6,0,0.3,,32
14.5,30.5,1.45,4.72,3.67,9.03,,17.88,5.2,0,0.3,,32
11.25,27.25,1.38,4.67,3.6,9.68,,17.2,8.25,0,0.3,,32
6,13,1.38,4.15,3.33,10.15,,15.4,9.2,0,0.3,,30
16.25,38.5,1.85,3.95,3.6,9.88,,14.8,9.4,0,0.2,,31
6.75,27.25,1.68,3.7,3.33,9.68,,15,11.03,0,0.38,,31
3,16.75,1.7,2.65,2.8,9.45,,12.6,13.07,0,0.25,,30
3.75,18.75,1.62,2.88,2.85,9.07,,13.4,17.27,0,0.15,,30
6.5,18,1.25,2.92,2.58,8.45,,13.2,19.98,0,0.1,,29
9.5,20.25,1.35,3.05,2.75,8.4,,13.35,23.1,0,0.15,,28
13.25,30.75,1.32,2.73,2.48,8.23,,16.65,22.65,0.05,0.2,,28
10.5,38.25,1.3,3.05,2.7,7.33,,19.98,22.98,0.12,0.12,,29
9.25,27,1.27,3.22,2.75,6.95,,18.67,27.02,0.15,0.12,,29
9.75,26.5,1.8,3.02,3.03,6.3,,18.68,26.35,0.15,0.05,,29
9,26.5,1.48,2.48,2.5,5.88,,17.95,22.6,0.15,0.05,,29
10.25,30.75,1.65,2.65,2.75,5.83,,16.05,22,0.1,0.1,,29
14,30,1.32,2.98,2.67,5.9,,23.83,22.1,0.08,0.1,,28
15.75,40.25,1.12,3.88,2.97,6.17,,23.48,21.23,0.03,0.15,,28
20.25,38.5,0.9,4.2,2.97,6.15,,23.77,17.05,0,0.23,,28
16.75,30.25,1.4,3.58,3.03,5.92,,22.67,13.8,0,0.2,,28
16,35.5,1.65,3.42,3.15,5.57,,23,10.9,0,0.2,,28
19,43,1.18,3.72,2.92,5.3,,23.12,10.05,0,0.1,,29
9,24.5,0.93,3.97,2.88,5.53,,13.6,9.5,0,0.1,,29
10.75,19.5,1.4,4.57,3.6,5.35,,13.98,8.85,0,0.1,,28
5.75,18.5,1.1,5.1,3.6,5.67,,15.35,8.4,0,0.1,,28
2.25,20.25,1.7,4.68,3.88,5.88,,15.97,4.7,0,0.1,,27
3.75,20.75,1.52,3.98,3.33,6.32,,14.1,9.05,0,0.15,,27
10,24.75,1.68,4.33,3.67,7.05,,14.6,8.95,0,0.18,,28
17.5,34.75,1.27,4.6,3.5,8.03,,16.82,9.3,0,0.4,,28
9,25,2.17,4.2,4.03,9.15,,18.5,11.65,0.05,0.53,,27
13.25,30.5,1.25,3.97,3.12,9.12,,17.1,14.4,0.03,0.4,0.1,28
12.75,38.5,1.52,4.3,3.53,9.05,,18.32,17.55,0,0.25,,29
17.25,37.5,1.5,3.82,3.25,9.33,,22.52,25,0,0.18,,30
17.5,33.75,1.8,4.65,3.9,8.8,,21.45,35.2,0,0.2,,35
23.75,43.25,1.65,3.9,3.45,8.72,,21.4,41.58,0,0.28,,42
19.75,38.75,1.23,4.57,3.42,8.8,,29.85,45.1,0.08,0.45,,45
18.75,45.5,1.12,3.92,2.98,7.45,,23.82,47.83,0,0.3,,48
18.25,54.25,1.33,4.15,3.25,6.65,,23.7,50.8,0,0.25,,51
19,40.75,1.4,3.38,2.93,6.95,,22,50.53,0,0.12,,51
19.75,43.25,1.5,3.98,3.33,6.65,,22.6,45.73,0,0.1,,51
23.25,46.75,1.8,4.38,3.8,6.88,,19.8,35.62,0,0.15,,51
26.25,53.25,1.45,4.38,3.52,7.02,,19.52,31.9,0,0.2,,51
24.25,49,1.55,4.6,3.7,6.88,,21.27,35.1,0,0.25,,51
27,52,1.27,5.6,4.05,7.25,,25.12,30.67,0,0.2,,51
30.25,49.5,1.55,3.82,3.3,7,,22.02,28.55,0,0.15,,51
23.25,41.25,1.55,2.92,2.85,6.95,,22.07,27.9,0,0.1,,51
24.5,37.25,1.27,2.55,2.4,7.03,,21.08,26.9,0,0.12,,46
19.5,33,1.38,2.77,2.58,7.08,,20.6,23.35,0,0.12,,38
21,32,1.18,3,2.55,7.6,,21.67,20.9,0,0.25,,39
5.25,21.5,1.35,2.75,2.55,8.12,,19.3,15.15,0,0.18,,39
11.75,26.5,1.47,2.72,2.65,9.07,,20.33,20.43,0,0.12,,39
11.25,32.25,1.35,4.67,3.55,11.62,,20.25,33.23,0.03,0.27,,39
12.5,43.5,1.67,5.28,4.12,11.65,,47.35,45.83,0.05,0.45,,46
14.5,39.5,1.32,6.9,4.73,10.25,,47.17,48.4,0.08,0.93,0.1,48
17.75,38.75,1.65,6.53,4.82,9.35,,48.1,50.02,0.2,0.98,0.1,50
17.25,34.5,1.93,7.45,5.53,8.98,,47.42,49.35,0.28,1.45,0.12,50
23.5,40.25,1.45,7.4,5.1,8.15,,47.28,53.17,0.2,0.77,0.1,53
15.25,37,1.65,6.65,4.9,7.95,,47.58,53.05,0.2,0.55,,53
23.5,46.25,2.08,6.47,5.15,8.8,,21.35,52.52,0.12,0.4,,53
24.5,51.75,1.4,5.6,4.12,7.4,,13.62,56.6,0.17,0.6,,57
13.5,37,1.15,4.47,3.3,6.43,,12.57,58.8,0.1,0.2,,59
12.75,30.25,1.32,5.47,4.03,6.05,,12.95,58.65,0.1,0.2,,59
14,29.5,1.55,5.08,3.95,5.6,,12.85,57.25,0.1,0.35,,59
12,34.5,1.67,4.6,3.77,5.65,,12.28,60.67,0.1,0.1,,61
14.5,35,1.72,4.47,3.8,5.5,,12.55,60.58,0.1,0.15,,61
16.5,36.5,1.07,7.1,4.65,6.25,,12.67,51.75,0.42,0.45,,61
27.75,50,1.82,8.65,6.07,6.6,,13.32,45.68,0.32,0.65,0.1,61
29.5,51.25,1.65,8.97,6.1,6.92,,14.25,43.4,0.5,1.18,0.1,61
29,53,1.48,8.12,5.53,6.7,,14.15,34.72,0.45,1.17,0.1,61
30.25,46.25,1.27,6.53,4.52,6.28,,14.27,31.62,0.4,1.05,0.1,61
28,47,0.93,8.47,5.28,6.8,,12.05,29.65,0.55,1.38,0.1,61
36.75,55.5,1.1,9.07,5.7,6.83,,11.28,28.48,0.82,1.83,0.1,61
34.5,54,1.38,8.55,5.68,6.73,,11.53,23.3,0.72,1.75,0.1,52
30.25,54.25,1.57,9.18,6.17,6.45,,10.2,19.25,0.67,1.98,0.1,46
31.5,55.75,1.45,11.15,7.1,6.55,,11.2,21.22,0.65,3.3,,43
32.5,57,1.32,9.85,6.28,6.5,,11.27,28.22,0.6,3.5,0.2,44
32.75,57.25,1.57,11.9,7.6,7.03,,12.43,23.22,0.72,4.43,0.3,45
36.25,63,1.98,11.25,7.6,6.83,,13.38,33.62,0.57,5.12,0.4,46
25.75,45,1.4,5.62,4.12,5.8,,12.05,50.42,0.25,1,0.1,50
10.5,27.5,1.23,4.12,3.18,5.67,,9.6,52.95,0.08,0.35,,53
12,28.5,1.12,4.17,3.12,5.28,,12.15,53.6,0.1,0.38,,54
13.25,28.25,1.4,4.05,3.25,5.7,,10.3,51.6,0.1,0.32,,54
17,32,,,0,7.7,0,6.8,27.65,,,,54
21,39,2.25,5.47,2.52,7.3,0,21.52,51.07,0.1,0.4,,54
17.5,41.5,1.15,5.47,3.88,5.68,0,22.55,54.8,0.1,0.65,,55
13.5,45.75,1.23,4.35,3.3,5.53,0,8.6,54.8,0.1,0.3,,55
12,33,0.95,3.72,2.8,5.68,0,8.3,53.85,0.1,0.18,,55
12,27,0.78,4.15,2.82,5.58,0,15.8,49.2,0.28,0.1,,55
12.25,35,0.9,3.9,2.83,5.7,0,17.4,41.12,0.17,0.1,,55
12.75,31.25,1.5,4.8,3.77,5.78,0,18.55,30.05,0.2,0.18,,55
12.25,28.25,0.95,5.15,3.5,5.83,0,19.88,24.8,0.12,0.2,,55
12.5,27.25,1,4.7,3.32,6.43,0,21.75,23.5,0,0.18,,55
11,31,1.4,4.8,3.7,6.25,0,21.65,21.52,0,0.2,,55
12,19,1.27,4.83,3.6,6.3,0,21.82,19.15,0,0.25,,54
16,28.25,1.17,4.25,3.2,6.08,0,15.5,20.6,0,0.2,,49
17.25,25.5,1.1,4.12,3.1,6.07,0,14.05,20.55,0,0.15,,41
11.5,24,1.45,4.6,3.6,5.88,0,14.1,17.35,0,0.2,,37
11.5,24.5,1.65,5.05,4.03,6.2,0,13.48,9.93,0,0.25,,36
9,24.5,1.12,5.03,3.58,6.1,0,14,17.17,0,0.38,,34
11.25,25.75,0.9,6.92,4.45,8.2,0,15,12.78,0.1,1.75,,33
28,46,2.3,8,6.05,11.1,0,14.2,11.3,0.25,2.85,0.2,33
24.5,41.5,1.88,7.12,5.3,9.5,0,14.93,17.82,0.15,2.03,0.17,32
10.5,21.25,1.3,4.42,3.42,7.55,0,15.73,24.8,0.03,0.55,0.1,31
9.5,27.5,1.53,3.52,3.15,6.95,0,16.05,27.2,0,0.28,,31
10.5,26.75,1.12,3.72,2.95,6.62,0,15.12,31.13,0.12,0.4,,31
12.5,29.5,1,3.55,2.75,6.5,0,14.45,35.98,0.1,0.5,,36
13.5,32.75,1.97,3.97,3.75,6.75,0,16,41.15,0.1,0.62,,41
11.5,37.5,1,3.73,2.8,6.8,0,16.55,43.55,0.1,0.6,,44
11.25,37,1.32,4.03,3.23,6.53,0,16.62,47.17,0.1,0.6,,47
12.5,41.5,1.17,4.3,3.25,6.45,0,17.43,48.75,0.1,0.38,,49
13.5,43,1.4,4.25,3.4,6.2,0,17.65,42.35,0.15,0.15,,49
13.5,37.25,1.68,3.65,3.3,6.22,0,14.15,35.67,0,0,,49
14,31,1.85,3.5,3.4,5.88,0,14.45,26.8,0,0.03,,49
11,35.25,1.45,3.88,3.25,6,0,14.27,23.15,0,0.15,,49
14.5,29.5,1.3,4.5,3.48,5.92,0,15.53,18.4,0,0.2,,49
16,28.25,1.25,4.32,3.33,6.05,0,16.2,17.17,0,0.15,,49
14,28.5,1.38,4.72,3.65,6.02,0,16.07,16.6,0,0.2,,49
18,29,1.12,5.28,3.75,6.35,0,16.77,15.05,0,0.2,,42
18.75,33,1.6,5.15,4.07,6.48,0,14.7,13.2,0,0.23,,36
12,27,1.65,5.75,4.45,6.4,0,13.12,12.2,0,0.3,,32
16.75,32.25,1.47,5.72,4.22,6.35,0,12.95,12,0,0.28,,32
15.75,29,1.4,6.8,4.78,6.17,0,12.33,5.58,0.05,0.35,,32
21.5,41.5,1.35,6.92,4.77,6.18,0,13.57,10.6,0.1,0.4,,33
14,35.75,1.43,6.15,4.4,6.65,0,14.32,11.88,0.1,0.65,,33
13,38,1.4,5.57,4.1,6.58,0,11.42,12.15,0.05,0.75,,33
11.75,28.75,1.88,4.38,3.85,7.08,0,9.88,14.8,0.05,0.95,,33
15,27.75,1.38,3.9,3.17,7.83,0,12.2,20.02,0,0.5,,33
10,26.75,1.32,3.75,3.1,7.92,0,11.32,24.83,0,0.73,,33
13.75,27.75,1.18,3.62,2.88,7.48,0,11.48,31.7,0.05,0.23,,33
16.25,33.25,1.05,3.7,2.8,7.2,0,10.95,36.98,0.18,0.32,,37
18.5,43.5,2.2,3.23,3.52,7.55,0,13.35,43.78,0.1,0.45,,44
21.25,51.25,1.27,3.28,2.78,7.17,0,15.75,48.67,0.1,0.5,,49
16.75,46.25,0.95,3.97,2.9,7,0,14.45,56.75,0.1,0.47,,57
20,45.5,1.27,3.65,2.95,6.9,0,15.68,55.1,0.1,0.3,,57
21.75,42.5,1.15,3.62,2.88,6.67,0,15.27,49.47,0.15,0.12,,57
18.75,46.25,1.12,3.92,3,6.35,0,15.57,39.83,0.12,0.03,,57
20,44,0.98,3.9,2.85,6.47,0,13.97,30.68,0,0.1,,57
17.25,43.75,1.05,4.03,3,6.75,0,13.55,22.45,0,0.18,,57
17,41.5,1.5,4.5,3.62,6.53,0,14.38,18.8,0,0.2,,57
16.75,38.75,1.18,4.65,3.42,6.5,0,14.12,16.73,0,0.2,,57
17.5,33.5,1.05,4.68,3.35,6.5,0,15.15,14.5,0,0.2,,55
12.5,30,0.95,5.2,3.52,6.65,0,14.25,12.8,0,0.28,,49
12.25,33,1.27,5.92,4.15,6.7,0,12.15,11.6,0,0.3,,40
18.25,34.5,1.03,5.47,3.72,6.85,0,12.28,10.95,0,0.3,,37
22,36.75,0.98,5.38,3.65,6.62,0,12.62,11.6,0,0.3,,37
12.5,27.5,1.38,5.28,3.95,6.62,0,12.25,4.42,0,0.3,,37
10.25,20.25,1.35,5.58,4.05,6.62,0,13.48,10.45,0,0.3,,37
8.25,22.5,1.27,5.88,4.17,6.8,0,13.33,10.15,0,0.38,,36
9,27,1.55,5.75,4.3,6.85,0,14.35,10.8,0,0.4,,36
21,36,1.55,5.22,4.05,7.72,0,14.88,14.95,0.05,0.73,,36
18,25,1.57,4.95,3.92,8.77,0,14.9,18.1,0,0.45,,36
18,31.5,1.7,4.03,3.58,8.78,0,14.93,22.25,0,0.43,,36
15.5,30,1.25,4.78,3.55,8.5,0,16.02,30.27,0.05,0.68,,36
18.25,41.75,1.15,4.35,3.2,8,0,14.77,36.6,0.1,0.73,,37
21,50,0.85,4.15,2.48,7.92,0,14.85,43.48,0.1,0.62,,43
19,50,1.18,3.85,3,7.28,0,14.57,48.72,0.1,0.5,,49
22,51,1.32,3.58,3,6.9,0,15.07,53.45,0.1,0.3,,53
22.25,52.5,1.15,3.73,2.9,6.65,0,15.75,60.02,0.1,0.2,,60
20.5,49.25,1.43,3.7,3.15,6.45,0,14.83,61.42,0.1,0.1,,61
21.75,54.25,1.23,3.77,3,6.42,0,15.2,57.8,0.1,0.1,,61
21,58,1.62,3.83,3.33,6.32,0,14.15,45.77,0.1,0.1,,61
20.5,56,1.4,5.85,4.28,7,0,14.85,28.62,0.18,0.35,,61
22.75,51.75,1.35,6.6,4.6,7.33,0,14.12,21.52,0.08,0.55,0.1,61
26,49.5,1.68,5.33,4.2,7.25,0,14.85,18.43,0,0.28,,61
28.5,53,1.27,5.67,4.05,7.15,0,14.65,16.05,0.1,0.4,,61
27,50,1.1,6.75,4.47,7.15,0,14.5,14.15,0.1,0.45,,61
28,59,1.07,8.47,5.4,7.03,0,14.98,12.12,0.1,0.6,,58
24.5,49.75,1.55,9.6,6.38,6.9,0,14.85,9.95,0.1,0.62,,46
23,43.25,1.48,7.65,5.28,6.95,0,14.65,10.6,0.1,0.62,,43
18,39.5,1.12,7.3,4.82,7,0,13.95,6.45,0.1,0.53,,44
13.75,36,1.38,6.38,4.5,6.78,0,15.47,11.58,0.1,0.75,,44
17,40,1.23,4.55,3.4,6.65,0,16.15,13.65,0.03,0.35,,45
18.25,38.5,1.53,4.95,3.9,7.05,0,14.73,14.12,0.08,0.57,,46
13,25,1.48,4.25,3.42,7.58,0,14.38,17.48,0,0.35,,45
16,24.25,1.43,3.83,3.2,8.6,0,14.05,19.6,0,0.2,,45
4,19,1.98,3.6,3.47,8.75,0,14.93,22.62,0,0.2,,45
16.5,30.5,1.52,3.17,2.93,8.6,0,15.62,30.88,0,0.28,,45
18.75,40,1.4,3.95,3.25,8,0,14.65,36.75,0.1,0.55,,45
21.5,48.5,0.85,4.53,2.6,7.95,0,14.3,40.73,0.1,0.47,,45
16,56.5,1.23,3.85,3.02,7.58,0,13.22,49.62,0.1,0.43,,50
21.5,61,1.95,4.17,3.8,7.38,0,14.17,55.25,0.1,0.28,,55
21.5,63.75,1.43,3.88,3.23,7.38,0,14.48,54.8,0.1,0.25,,55
23,63,1.5,3.5,3.15,6.7,0,14.5,47.35,0.1,0.1,,55
19.5,54.25,1.55,2.9,2.8,6.48,0,13.93,39.1,0.15,0.05,,55
22.25,53.25,0.9,3.97,2.83,6.48,0,13.95,30.83,0,0.1,,55
24,56.75,1.38,4.7,3.58,6.85,0,14.25,27.4,0,0.2,,55
26.5,55.5,1.4,4.93,3.73,6.75,0,14.47,25.1,0.03,0.23,,55
22,50.75,1.65,4.42,3.73,6.47,0,14.22,24.6,0.03,0.23,,55
19,41,1.4,4.47,3.53,6.55,0,15.15,23.05,0,0.2,,55
18.5,44.75,1.17,4.97,3.6,6.72,0,15.25,20.35,0,0.23,,47
22.5,46.25,1.62,4.9,3.95,6.67,0,14.05,19.6,0,0.3,,45
23.5,46,1.7,4.55,3.77,6.35,0,13.22,17.98,0,0.2,,45
28.5,51,1.58,5.75,4.35,6.73,0,13.35,16.6,0,0.28,,45
22,47.75,1.5,4.75,3.73,6.85,0,12.93,11.6,0,0.3,,46
23.25,44.75,1.7,4,3.5,6.6,0,12.95,19.2,0,0.28,,46
17.25,41,1.67,4.4,3.7,6.6,0,13.93,16.73,0,0.23,,46
14,50,1.92,6.2,4.85,6.3,0,12.65,13.3,0,0.33,,46
14.75,48,1.7,5.6,4.38,7.15,0,11.68,18.35,0,0.73,0.1,47
17.75,42,1.43,5.03,3.85,7.83,0,12.35,25.98,0,0.62,0.1,48
14,42,1.57,4.17,3.5,7.95,0,12.3,31.85,0,0.62,,49
16,42.25,1.47,4.35,3.52,7.75,0,12.07,34,0,0.35,,50
14.75,44.25,1.45,3.75,3.2,7.5,0,11.97,37.5,0.03,0.23,,50
14,47.5,1.32,3.88,3.17,7.35,0,14.75,45.55,0.08,0.18,,50
15,47.75,1.15,3.88,3,7.08,0,16.05,51.55,0.1,0.12,,52
18,50.5,1.4,3.57,3.05,6.68,0,16.88,55.05,0.1,0.08,,55
18,42.25,1.57,3.65,3.2,6.3,0,17.05,55.7,0.1,0,,56
17.5,40.25,1.35,2.88,2.62,6.15,0,17.02,52.23,0.05,0.05,,56
16,39.75,1.55,3.52,3.15,5.9,0,16.5,45.73,0.1,0.1,,56
15.5,38,1.57,3.93,3.35,6.42,0,15.02,37.25,0.1,0.2,,56
16.5,42.5,1.67,5.15,4.07,6.78,0,14.62,30.48,0.2,0.35,,56
22,51,1.25,5.62,4,7.57,0,14.3,24.62,0.45,0.45,,56
25,54,1.15,4.57,3.33,7.48,0,13.32,21.65,0.03,0.35,,56
22.75,41.25,1.15,4.85,3.5,7.4,0,14.6,20.3,0,0.3,,56
23.75,43,1.62,4.9,3.92,7.22,0,14.9,19.05,0,0.3,,52
27,44.5,1.97,5.08,4.3,7.03,0,12,17.95,0,0.3,,46
22.5,41.25,1.32,5.38,3.95,7.03,0,11.7,17.88,0,0.3,,45
27,45,1.4,6,4.35,6.85,0,11.7,15.5,0.05,0.45,,45
20.75,35.75,1.15,5.4,3.82,6.48,0,11.6,8.43,0,0.3,,44
20,40.5,0.88,5.45,3.62,6.6,0,11.43,13.7,0.03,0.38,,44
21.5,40.75,1.05,6.35,4.22,6.75,0,11.78,13,0.1,0.5,,44
23,44.25,1.38,6.7,4.67,7.05,0,13.82,12.93,0.1,0.57,,44
15,39,2,5.62,4.58,7.42,0,13.88,15.38,0.1,0.67,,43
14,35.5,1.15,4.47,3.3,7.72,0,13.02,21.2,0,0.43,,43
11,34,1.18,4.1,3.15,7.47,0,13.32,25.23,0,0.25,,43
13.5,40.75,1.55,3.6,3.2,7.7,0,14,31.25,0,0.25,,43
12.75,41.75,1.8,3.25,3.2,7.2,0,14.28,33.55,0.05,0.25,,43
13.25,36.75,1.65,3.65,3.33,7.05,0,13.9,36.12,0.1,0.2,,42
9.5,33.5,1.8,2.88,2.98,6.8,0,14.55,37.25,0,0.2,,41
13.75,34.25,1.55,3.1,2.9,6.7,0,14.2,41.05,0,0.15,,41
12.75,31.25,1.2,3.33,2.75,6.47,0,13.6,40.62,0.05,0.08,,41
10.5,29.5,1.35,2.95,2.7,6.25,0,14,35.67,0,0,,41
11,32.5,1.73,3.08,3.05,6.07,0,14.18,32.15,0.05,0.05,,41
12,34.5,1.38,3.55,3.05,6.2,0,12.95,28.8,0,0.1,,41
11,36,1.15,4.22,3.2,6.17,0,13.75,25,0,0.15,,41
15.5,33.5,1.62,3.95,3.42,6.45,0,14.45,21.9,0.03,0.2,,41
23,36.75,1.2,4.33,3.25,6.55,0,14.05,20.05,0.05,0.25,,41
29,48.25,1.73,4.35,3.7,6.85,0,13.73,17.55,0.03,0.32,,41
18.5,33.5,1.25,5,3.65,6.45,0,13.2,14.7,0.1,0.5,,38
13.5,28.5,1.2,5.28,3.8,6.47,0,12.38,13.7,0.1,0.4,,37
13,28.75,1.18,5.72,4.03,6.4,0,13.27,13.2,0.08,0.28,,36
8,18,0.85,5.75,3.72,6.42,0,14.2,11.9,0,0.23,,35
7.25,24.5,1.1,5.93,4.03,6.73,0,13.98,5.08,0.1,0.3,,35
11,26.25,1.53,6.05,4.42,6.78,0,15.45,10.6,0.05,0.3,,34
10.5,27,1.57,5.22,4.08,6.88,0,15.18,10.65,0.03,0.32,,34
8.25,27.5,2.15,5.7,4.78,7.67,0,9.88,10.7,0,0.35,,33
6.5,29,1.82,6.4,4.9,8.35,0,10.18,13,0.03,0.57,,33
8.25,33.75,1.65,6,4.53,9.28,0,11.05,18.32,0,0.75,0.1,32
9.5,43,1.6,4.65,3.75,9.43,0,11.27,25.88,0,0.55,,33
12.5,29.5,1.38,4.27,3.4,8.97,0,10.93,30.38,0,0.32,,32
15.5,35.25,1.45,3.35,2.95,8.15,,9.93,32.38,0,0.2,,32
11.25,39.75,1.15,4.5,3.28,13.62,,6.7,40.28,0.1,0.28,,40
14,42.75,1.6,4.07,3.5,8.28,,9.32,46.4,0.1,0.3,,46
19.75,44.5,1.05,3.9,2.95,7.15,,10.7,48.65,0.1,0.28,,49
19,44,1.38,4.88,3.73,6.65,,5.9,48.75,0.1,0.18,,49
19,105.5,1.57,3.83,3.35,6.17,,10.35,47.45,0.03,0.1,,49
17.75,133.75,1.35,3.42,2.9,6.03,,11.7,45.12,0.15,0.05,,49
14.5,43.25,1.38,3.75,3.12,6,,15.32,38.38,0.12,0.18,,49
16,42.5,1.55,4.22,3.5,5.8,,15.48,31.88,0.1,0.2,,49
16.5,37.25,1.05,4.83,3.45,5.75,,15.67,26.6,0.1,0.25,,49
16,32.75,0.95,4.88,3.38,5.88,,15.45,20.98,0.12,0.38,,49
12.75,26.75,1.2,4.22,3.23,5.75,,16.33,18.65,0,0.23,,49
8.5,25.75,1.1,4.4,3.25,5.82,,15.95,17.2,0,0.2,,47
7,16,0.85,4.08,2.88,5.8,,14.45,16.4,0,0.18,,45
6,27,1.15,4.05,3.1,5.95,,11.6,15,0,0.1,,40
5,24.75,0.95,4.9,3.38,5.33,,12.57,14,0,0.1,,40
